"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","PEG","P/S","P/B","P/Free Cash Flow","Dividend","Dividend Yield","EPS (ttm)","EPS growth this year","EPS growth past 5 years","Sales growth past 5 years","Sales growth quarter over quarter","EPS growth quarter over quarter","Sales","Shares Outstanding","Shares Float","Float Short","Return on Equity","Current Ratio","Gross Margin","Operating Margin","Profit Margin","Performance (Half Year)","Performance (Year)","Performance (YTD)","52-Week High","Price","Change"
1340,"EWU","iShares MSCI United Kingdom ETF","Financial","Exchange Traded Fund","USA",,,,,,,1.05,3.26%,,,,,,,,,,,,,,,,4.58%,-6.85%,5.09%,-8.17%,32.22,-0.46%
1341,"EWV","ProShares UltraShort MSCI Japan","Financial","Exchange Traded Fund","USA",,,,,,,0.04,0.29%,,,,,,,,,,,,,,,,-11.15%,11.89%,-11.95%,-33.69%,15.47,2.31%
1342,"EWW","iShares MSCI Mexico ETF","Financial","Exchange Traded Fund","USA",,,,,,,1.58,2.77%,,,,,,,,,,,,,,,,24.82%,15.84%,15.19%,-4.19%,56.96,-1.13%
1343,"EWX","SPDR S&P Emerging Markets Small Cap ETF","Financial","Exchange Traded Fund","USA",,,,,,,1.47,2.84%,,,,,,,,,,,,,,,,5.25%,-10.64%,5.66%,-11.99%,51.71,-1.62%
1344,"EWY","iShares MSCI South Korea ETF","Financial","Exchange Traded Fund","USA",,,,,,,0.70,1.10%,,,,,,,,,,,,,,,,4.40%,-13.74%,12.25%,-15.08%,63.40,-2.61%
1345,"EWZ","iShares MSCI Brazil ETF","Financial","Exchange Traded Fund","USA",,,,,,,3.68,12.86%,,,,,,,,,,,,,,,,-2.35%,-10.39%,2.32%,-27.71%,28.62,-2.85%
1346,"EWZS","iShares MSCI Brazil Small-Cap ETF","Financial","Exchange Traded Fund","USA",,,,,,,0.54,4.36%,,,,,,,,,,,,,,,,-6.58%,-15.64%,5.78%,-31.27%,12.35,-4.71%
1347,"EXAS","Exact Sciences Corporation","Healthcare","Diagnostics & Research","USA",11551.49,,,5.76,3.84,,,,-4.10,36.20%,-16.30%,77.80%,14.60%,13.40%,2005.10,177.00,176.12,7.30%,-22.10%,2.50,72.80%,-34.70%,-35.70%,36.62%,-11.06%,36.24%,-20.00%,67.45,-4.69%
1348,"EXC","Exelon Corporation","Utilities","Utilities - Diversified","USA",40556.44,20.01,1.25,1.69,1.64,,1.35,3.30%,2.04,-13.40%,7.60%,3.00%,-45.60%,-44.30%,24043.00,993.74,991.24,1.26%,8.00%,0.80,58.70%,13.40%,8.90%,-9.23%,-4.57%,-5.39%,-19.35%,40.90,-2.36%
1349,"EXEL","Exelixis, Inc.","Healthcare","Biotechnology","USA",5738.67,18.49,0.40,3.50,2.27,16.71,,,0.95,103.90%,35.40%,49.60%,25.40%,89.80%,1638.30,322.15,315.46,3.58%,13.10%,6.10,96.60%,22.30%,18.80%,-18.14%,-2.06%,9.41%,-25.00%,17.55,-0.34%
1350,"EXFY","Expensify, Inc.","Technology","Software - Application","USA",747.75,,,4.49,8.82,,,,-0.57,-69.60%,,,13.60%,44.60%,166.40,80.94,38.49,5.06%,-45.60%,3.00,60.00%,-20.90%,-24.00%,-50.19%,-60.55%,17.89%,-64.12%,10.41,-9.08%
1351,"EXPI","eXp World Holdings, Inc.","Real Estate","Real Estate Services","USA",2435.60,69.38,6.94,0.51,9.98,12.30,0.18,1.07%,0.24,150.70%,55.60%,134.20%,11.60%,-81.40%,4741.70,151.83,74.51,19.50%,15.60%,1.80,7.70%,0.40%,0.80%,11.29%,-36.16%,52.17%,-44.63%,16.86,-4.80%
1352,"EXTR","Extreme Networks, Inc.","Technology","Communication Equipment","USA",2497.15,52.82,2.64,2.12,22.68,22.14,,,0.36,33.80%,86.50%,12.90%,11.20%,-0.70%,1179.70,130.29,128.40,7.84%,47.90%,1.00,56.30%,5.40%,3.80%,40.73%,53.99%,5.30%,-8.32%,19.28,2.50%
1353,"EYE","National Vision Holdings, Inc.","Consumer Cyclical","Specialty Retail","USA",3352.60,60.01,,1.66,3.72,140.87,,,0.71,227.00%,43.70%,11.70%,-3.60%,-67.70%,2014.30,78.91,77.46,9.46%,6.30%,1.40,54.30%,3.90%,2.90%,40.25%,7.22%,10.40%,-6.69%,42.79,-1.47%
1354,"EZA","iShares MSCI South Africa ETF","Financial","Exchange Traded Fund","USA",,,,,,,1.66,3.67%,,,,,,,,,,,,,,,,7.12%,-9.83%,6.46%,-20.23%,45.15,-3.03%
1355,"EZJ","ProShares Ultra MSCI Japan","Financial","Exchange Traded Fund","USA",,,,,,,0.16,0.49%,,,,,,,,,,,,,,,,2.96%,-25.70%,13.35%,-26.60%,31.85,-2.03%
1356,"EZM","WisdomTree U.S. MidCap Earnings Fund","Financial","Exchange Traded Fund","USA",,,,,,,0.76,1.37%,,,,,,,,,,,,,,,,10.97%,2.72%,13.99%,-1.76%,55.42,-0.65%
1357,"F","Ford Motor Company","Consumer Cyclical","Auto Manufacturers","USA",51788.17,5.98,0.72,0.34,1.26,62.93,0.60,4.54%,2.21,25.20%,31.10%,-2.10%,10.40%,-145.30%,151736.00,4021.00,3941.21,2.75%,20.00%,1.20,11.30%,2.40%,5.90%,-13.92%,-35.87%,13.76%,-35.84%,13.23,-7.61%
1358,"FA","First Advantage Corporation","Industrials","Specialty Business Services","USA",2147.07,36.41,4.99,2.65,1.86,10.73,,,0.39,120.20%,-37.00%,-1.70%,6.80%,5.70%,810.00,150.93,146.64,1.90%,5.20%,5.60,49.60%,11.20%,7.40%,2.07%,-15.48%,10.08%,-31.90%,14.31,0.21%
1359,"FAAR","First Trust Alternative Absolute Return Strategy ETF","Financial","Exchange Traded Fund","USA",,,,,,,3.60,12.04%,,,,,,,,,,,,,,,,-7.90%,-1.04%,0.12%,-21.14%,29.92,-0.37%
1360,"FAB","First Trust Multi Cap Value AlphaDEX Fund","Financial","Exchange Traded Fund","USA",,,,,,,1.24,1.60%,,,,,,,,,,,,,,,,10.50%,3.65%,12.76%,-2.45%,77.60,-1.13%
1361,"FAF","First American Financial Corporation","Financial","Insurance - Specialty","USA",6529.08,14.82,,0.79,1.47,15.61,2.08,3.31%,4.24,80.80%,29.30%,10.60%,-28.60%,-99.50%,8293.00,105.30,99.93,2.47%,9.10%,,,8.30%,5.70%,13.80%,-18.00%,20.06%,-18.39%,62.84,-1.46%
1362,"FALN","iShares Fallen Angels USD Bond ETF","Financial","Exchange Traded Fund","USA",,,,,,,1.25,4.88%,,,,,,,,,,,,,,,,-0.93%,-10.96%,4.02%,-10.68%,25.60,-0.62%
1363,"FAN","First Trust Global Wind Energy ETF","Financial","Exchange Traded Fund","USA",,,,,,,0.26,1.44%,,,,,,,,,,,,,,,,-2.75%,-4.30%,4.04%,-11.93%,18.02,-1.85%
1364,"FARO","FARO Technologies, Inc.","Technology","Scientific & Technical Instruments","USA",545.68,,,1.60,1.79,,,,-3.08,-64.30%,-39.60%,0.70%,7.70%,-60.30%,342.10,18.78,18.59,2.10%,-18.10%,2.20,52.70%,-5.70%,-16.40%,-18.97%,-46.08%,-1.36%,-49.97%,29.01,-2.06%
1365,"FAS","Direxion Daily Financial Bull 3X Shares","Financial","Exchange Traded Fund","USA",,,,,,,0.67,0.76%,,,,,,,,,,,,,,,,18.95%,-34.81%,20.53%,-40.84%,88.65,-0.42%
1366,"FAST","Fastenal Company","Industrials","Industrial Distribution","USA",30543.87,28.71,4.54,4.38,9.82,,1.40,2.58%,1.89,7.40%,13.20%,8.70%,16.00%,17.40%,6980.70,573.00,567.79,2.54%,32.90%,4.00,46.10%,19.50%,14.80%,3.65%,-5.34%,14.54%,-10.76%,54.20,-1.97%
1367,"FAZ","Direxion Daily Financial Bear 3X Shares","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,-33.02%,-10.96%,-18.26%,-51.64%,15.76,0.51%
1368,"FBIN","Fortune Brands Innovations, Inc","Industrials","Building Products & Equipment","USA",8454.26,11.72,,1.05,2.83,67.36,0.92,1.39%,5.65,40.40%,16.20%,9.00%,3.40%,8.50%,8044.70,129.30,127.72,2.58%,25.20%,1.50,35.80%,13.40%,9.40%,14.25%,-18.39%,15.97%,-17.56%,66.23,-1.37%
1369,"FBIOP","Fortress Biotech, Inc.","Healthcare","Biotechnology","USA",104.73,,,1.35,35.25,,2.37,11.78%,-0.86,,,,-21.60%,,77.61,3.43,,,,,,,,4.69%,-22.34%,13.82%,-22.73%,20.09,0.45%
1370,"FBIZ","First Business Financial Services, Inc.","Financial","Banks - Regional","USA",297.06,7.92,0.99,2.79,1.24,12.97,0.79,2.17%,4.59,111.40%,19.50%,4.20%,32.50%,17.00%,106.60,8.23,7.94,1.47%,15.20%,,,87.60%,33.60%,10.12%,8.28%,-0.52%,-8.83%,36.36,1.14%
1371,"FBK","FB Financial Corporation","Financial","Banks - Regional","USA",1855.65,14.87,,3.85,1.44,2.96,0.60,1.53%,2.64,137.60%,13.60%,26.20%,32.90%,-28.20%,481.40,46.91,35.38,2.03%,11.00%,,,77.60%,30.90%,-7.92%,-12.11%,8.44%,-17.32%,39.19,0.64%
1372,"FBMS","The First Bancshares, Inc.","Financial","Banks - Regional","USA",1006.29,11.28,,5.02,1.18,17.08,0.84,2.61%,2.85,20.20%,14.10%,31.70%,21.40%,-19.60%,200.40,30.95,26.95,1.69%,10.50%,,,80.30%,32.20%,10.10%,-10.67%,0.47%,-17.73%,32.16,1.04%
1373,"FBNC","First Bancorp","Financial","Banks - Regional","USA",1737.71,13.27,1.64,5.86,1.55,11.13,0.88,2.05%,3.24,13.30%,19.20%,14.30%,45.70%,9.40%,296.30,35.47,35.07,1.88%,9.90%,,,95.20%,36.50%,18.67%,-0.37%,0.30%,-12.31%,42.97,1.78%
